incident_id,name,start_date,end_date,incident_type,receiver_country,receiver_regions,receiver_category,receiver_subcategory,initiator_name,initiator_country,initiator_category,initiator_subcategory,attribution_type,attributing_actor,cyber_conflict_issue,zero_days,mitre_initial_access,mitre_impact,has_disruption,data_theft,hijacking,impact_indicator_score,functional_impact,intelligence_impact,economic_impact_value,response_indicator,start_year
490,"SyrianElectronicArmy vs. Truecaller, Tango & Viber",2013-07-16,2013-07-16,Data theft,Sweden,"EUROPE, EU, NORTHEU","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), End user(s) / specially protected groups",Not available,Syrian Electronic Army,Syria,Unknown,Not available,Technical report,Not available,System / ideology,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2013.0
489,LulzSecPeru vs. Peruvian Government 2013,2013-07-15,2013-07-15,"Data theft & Doxing, Disruption",Peru,SOUTHAM,State institutions / political system,Civil service / administration,LulzSec Peru,Peru,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, Cyber-specific",No,Not available,Not available,True,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
488,Afghan Cyber Army attack on Pakistan,2013-07-11,2013-07-11,Disruption,Pakistan,"ASIA, SASIA, SCO",State institutions / political system,Government / ministries,Afghan Cyber Army,Afghanistan,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, International power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
487,H4x0rHuSsy vs. Government of Goan,2013-07-10,2013-07-10,Disruption,India,"ASIA, SASIA, SCO",State institutions / political system,Government / ministries,H4x0rHuSsy,Pakistan,Non-state-group,Criminal(s),Media statement / Social media,Not available,International power,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
486,Anonymous Jordan vs. Egyptian Government,2013-07-07,2013-07-07,Disruption,Egypt,"MENA, MEA, AFRICA, NAF",State institutions / political system,Government / ministries,Anonymous,Jordan,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, National power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
485,Turkish Hackers Uyghur Support,2013-07-04,2013-07-04,Disruption,China,"ASIA, SCS, EASIA, NEA, SCO",State institutions / political system,Government / ministries,"Bozkurt, De4THBLoW",Turkey,Non-state-group,Religious actors,Self-attribution,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
484,RedHack vs. Turkish Directorate of religous affairs,2013-07-03,2013-07-03,Data theft & Doxing,Turkey,"ASIA, NATO, MEA",State institutions / political system,Government / ministries,RedHack,Turkey,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
483,Turkish Ajan attack on US Air Force Culture Center,2013-07-02,2013-07-02,Data theft & Doxing,United States,"NATO, NORTHAM",State institutions / political system,Military,Turkish Ajan,Turkey,Non-state-group,Hacktivist(s),Self-attribution,Not available,Unknown,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2013.0
482,SEA vs. Israel,2013-07-01,,Disruption,Israel,"ASIA, MENA, MEA",State institutions / political system,Military,Syrian Electronic Army,Syria,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Not available,"System / ideology, Territory, Resources",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
481,RedHack vs. Istanbul Part II,2013-06-28,2013-06-28,Disruption,Turkey,"ASIA, NATO, MEA",State institutions / political system,Civil service / administration,RedHack,Turkey,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
480,Operation Armageddon by GamaredonGroup,2013-06-26,,"Data theft, Hijacking with Misuse",Ukraine,"EUROPE, EASTEU",State institutions / political system,"Government / ministries, Military, Police, Political parties","Gamaredon/Shuckworm/BlueAlpha/Aqua Blizzard fka ACTINIUM, DEV-0157/Primitive Bear/Armageddon/UNC530/G0047 (FSB Centre 18, Crimea), Turla/Waterbug/Venomous Bear/Snake/Uroburos/Group 88/Secret Blizzard fka KRYPTON/G0010/UAC-0003 (FSB Centre 16, Unit 71330)",Russia,State,Not available,Political statement / report,Not available,"System / ideology, International power",No,Not available,Not available,False,Non-sensitive information,System Misuse,0,Not available,Not available,0,Not available,2013.0
479,Operation Dark Seoul 2013 part II,2013-06-25,2013-06-25,"Data theft & Doxing, Disruption","United States, South Korea","NATO, NORTHAM, ASIA, SCS, NEA","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)",Political parties,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110), Reconnaissance General Bureau",North Korea,State,Not available,Political statement / report,National Intelligence Service (South Korea),"System / ideology, International power",No,Not available,Not available,True,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
478,Anonymous vs. Swaziland,2013-06-24,2013-06-24,Disruption,"Swaziland, Zimbabwe","AFRICA, SSA",State institutions / political system,Government / ministries,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, National power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
477,Anonymous vs. Phillipine President,2013-06-15,2013-06-15,Data theft & Doxing,Philippines,"ASIA, SCS, SEA",State institutions / political system,Government / ministries,Anonymous,Philippines,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
476,Anonymous vs. Zimbabwe 2013,2013-06-14,2013-06-14,Disruption,"Zimbabwe, South Africa","AFRICA, SSA","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Government / ministries, Political parties",Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
475,SEA vs. Turkish Government,2013-06-05,2013-06-05,"Data theft & Doxing, Disruption",Turkey,"ASIA, NATO, MEA",State institutions / political system,Government / ministries,Syrian Electronic Army,Syria,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Not available,System / ideology,No,Not available,Not available,True,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
474,Op Turkey,2013-06-05,2013-06-05,"Data theft & Doxing, Disruption",Turkey,"ASIA, NATO, MEA",State institutions / political system,Government / ministries,Turk Hack Team,Turkey,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,True,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
473,Iran vs. USNavy,2013-06-01,,Data theft,United States,"NATO, NORTHAM",State institutions / political system,Military,Unknown,Iran,State affiliated actor,Not available,Anonymous media statement,Not available,International power,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
472,HpHack vs. Syrian Ministry of Legal Affairs,2013-06-01,,Disruption,Syria,"ASIA, MENA, MEA",State institutions / political system,Government / ministries,HpHack,Saudi Arabia,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, National power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
471,Op Saudi,2013-05-25,2013-05-25,Disruption,Saudi Arabia,"ASIA, MENA, MEA, GULFC",State institutions / political system,"Government / ministries, Civil service / administration",Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, Other",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
470,Syrian Electronic Army vs. Saudi Arabian Ministry of Defense,2013-05-19,2013-05-19,Data theft & Doxing,Saudi Arabia,"ASIA, MENA, MEA, GULFC",State institutions / political system,Government / ministries,Syrian Electronic Army,Syria,Non-state-group,Hacktivist(s),Self-attribution,Not available,Unknown,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2013.0
469,Anonymous vs. Phillipine National Telecommunication,2013-05-18,2013-05-18,Disruption,Philippines,"ASIA, SCS, SEA",State institutions / political system,Government / ministries,Anonymous,Philippines,Non-state-group,Hacktivist(s),Self-attribution,Not available,National power,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
468,Counter DDOS against Taiwan,2013-05-13,2013-05-13,Disruption,Taiwan,"ASIA, SCS",State institutions / political system,Government / ministries,Unknown,Philippines,Unknown,Not available,Media statement / Social media,Not available,International power,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
467,DDOS vs. Phillipines,2013-05-13,2013-05-14,"Data theft & Doxing, Disruption",Philippines,"ASIA, SCS, SEA",State institutions / political system,Government / ministries,Unknown,Taiwan,Non-state-group,Hacktivist(s),Self-attribution,Not available,International power,No,Not available,Not available,True,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
466,Anonymous attacks Romanias Authority for Qualifications,2013-05-11,2013-05-11,"Data theft & Doxing, Disruption",Romania,"EUROPE, BALKANS, NATO, EU",State institutions / political system,Civil service / administration,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Unknown,No,Not available,Not available,True,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
465,RedHack vs. Government of Istanbul,2013-05-06,2013-05-06,Disruption,Turkey,"ASIA, NATO, MEA",State institutions / political system,Government / ministries,RedHack,Turkey,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, National power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
464,Australia Theft of Spy Headquarters,2013-05-01,,Data theft,Australia,OC,State institutions / political system,Intelligence agencies,Unknown,China,Unknown,Not available,Anonymous media statement,Not available,Unknown,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2013.0
463,Syrian Electronic Army vs. Guardian,2013-04-30,2013-04-30,Disruption,United Kingdom,"EUROPE, NATO, EU, NORTHEU",Media,Not available,Syrian Electronic Army,Syria,State affiliated actor,Non-state group(state-affiliation suggested),Self-attribution,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
462,AP Twitter Hack SEA,2013-04-23,2013-04-23,Disruption,United States,"NATO, NORTHAM",Media,Not available,Syrian Electronic Army,Syria,State affiliated actor,Non-state group(state-affiliation suggested),Domestic legal action,Not available,"System / ideology, International power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
461,Anonymous vs. Gabon Part II,2013-04-19,2013-04-19,Disruption,Gabon,"AFRICA, SSA",State institutions / political system,Government / ministries,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
460,Anonymous attack on Israel (Holocaust Remebrance Day),2013-04-07,2013-04-07,Disruption,Israel,"ASIA, MENA, MEA","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), End user(s) / specially protected groups",Government / ministries,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, Territory, International power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
459,Anonymous vs. North Korea,2013-04-04,2013-04-15,Disruption,North Korea,"ASIA, NEA",Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
458,Shutdown of Pakistan Electoral Commission,2013-03-29,2013-03-30,Disruption,Pakistan,"ASIA, SASIA, SCO",State institutions / political system,"Civil service / administration, Election infrastructure / related systems",Unknown,"India, Russia, Asia (region)",Unknown,Not available,Media statement / Social media,Not available,Unknown,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
457,Anonymous and RedHack Leak,2013-03-23,2013-03-23,Data theft & Doxing,Israel,"ASIA, MENA, MEA",State institutions / political system,"Government / ministries, Military, Police","RedHack, Anonymous",Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
456,Sector404 vs. Mossad,2013-03-23,2013-03-23,Disruption,Israel,"ASIA, MENA, MEA",State institutions / political system,Intelligence agencies,Sector 404,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Unknown,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
455,Syrian Electronic Army vs. BBCs Twitter,2013-03-21,2013-03-21,Disruption,United Kingdom,"EUROPE, NATO, EU, NORTHEU",Media,Not available,Syrian Electronic Army,Syria,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
454,Operation Dark Seoul 2013 part I,2013-03-20,2013-03-20,"Disruption, Hijacking with Misuse",South Korea,"ASIA, SCS, NEA","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Media",Not available,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",North Korea,State,Not available,Political statement / report,Not available,System / ideology,No,Not available,Not available,True,None,System Misuse,0,Not available,Not available,0,Not available,2013.0
453,Going Greyhat,2013-03-18,2013-03-18,Data theft & Doxing,Turkey,"ASIA, NATO, MEA",State institutions / political system,Government / ministries,D35m0nd142,Germany,Non-state-group,Private technology / Hacking-for-hire,Self-attribution,Not available,Cyber-specific,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
452,Anonymous vs. Iranian Parliament,2013-03-14,2013-03-15,Disruption,Iran,"ASIA, MENA, MEA","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Science",Legislative,Cyper (Anonymous),Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
451,Anti-NK DDOS,2013-03-13,2013-03-14,Disruption,North Korea,"ASIA, NEA","Critical infrastructure, Media",Telecommunications,Unknown,"South Korea, United States",State,Not available,Political statement / report,Not available,"System / ideology, Territory, International power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
450,Godzilla vs. Pakistani Government,2013-03-11,2013-03-13,"Data theft & Doxing, Disruption",Pakistan,"ASIA, SASIA, SCO",State institutions / political system,Government / ministries,Godzilla,India,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, International power",No,Not available,Not available,True,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
449,OP BlackSummer,2013-03-10,2013-03-12,Data theft,United States,"NATO, NORTHAM",State institutions / political system,Government / ministries,"Tunisian Cyber Army, Al-Qaeda Electronic Army, Unknown","China, Tunisia","Non-state-group, Not attributed",Hacktivist(s),Media statement / Social media,Not available,System / ideology,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
448,phr0zen myst pakistani dataleak,2013-03-06,2013-03-06,Data theft & Doxing,Bangladesh,"ASIA, SASIA",State institutions / political system,"Government / ministries, Judiciary",phr0zenmyst,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
447,Chinese Attack on DRDO,2013-03-01,,Data theft,India,"ASIA, SASIA, SCO","State institutions / political system, Science","Government / ministries, Military",Unknown,China,Unknown,Not available,Attribution type unclear,Not available,International power,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
446,Kuwaiti Hackers vs. Lebanese Parliaments,2013-02-23,2013-02-23,Disruption,Lebanon,"ASIA, MENA, MEA",State institutions / political system,Legislative,Kuwaiti Hackers,Kuwait,Non-state-group,Ethnic actors,Self-attribution,Not available,"System / ideology, International power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
445,Anonymous vs. US State Department,2013-02-19,2013-02-19,"Data theft & Doxing, Disruption",United States,"NATO, NORTHAM","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)",Government / ministries,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, Cyber-specific",No,Not available,Not available,True,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
444,Malaysia Deparment of Information attacked by Hacker,2013-02-18,2013-02-18,Disruption,Malaysia,"ASIA, SCS, SEA",State institutions / political system,Government / ministries,Unknown,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, National power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
443,Anonymous vs. Mongolian National Police,2013-02-16,2013-02-16,Disruption,Mongolia,"ASIA, EASIA, NEA",State institutions / political system,Police,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Unknown,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
442,Anonymous leaks Data of Fed,2013-02-03,2013-02-03,Data theft & Doxing,United States,"NATO, NORTHAM",Critical infrastructure,Finance,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, Cyber-specific",No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
441,Anonymous vs. Egypt government Part II,2013-02-03,2013-02-04,Disruption,Egypt,"MENA, MEA, AFRICA, NAF",State institutions / political system,Government / ministries,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,"System / ideology, National power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
440,Japan MFA leak,2013-01-28,2013-01-28,Data theft,Japan,"ASIA, SCS, NEA",State institutions / political system,Government / ministries,Not attributed,Not attributed,Not attributed,Not available,Attribution type unclear,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
439,DavyJones vs. Government of SriLanka,2013-01-26,2013-01-26,Data theft & Doxing,Sri Lanka,"ASIA, SASIA",State institutions / political system,Government / ministries,Davy Jones,Unknown,Individual hacker(s),Not available,Self-attribution,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
438,LulzSec Peru vs. Chilean Army,2013-01-15,2013-01-15,Disruption,Chile,SOUTHAM,State institutions / political system,Military,LulzSec Peru,Peru,Non-state-group,Hacktivist(s),Self-attribution,Not available,Unknown,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
437,RedHack vs. Turkish Council of Higher Education,2013-01-10,2013-01-10,Data theft & Doxing,Turkey,"ASIA, NATO, MEA",Science,Not available,RedHack,Turkey,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2013.0
436,Bangladesh Cyber Army vs. India,2013-01-07,2013-01-08,Disruption,India,"ASIA, SASIA, SCO",Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Bangladesh Cyber Army,Bangladesh,Non-state-group,Ethnic actors,Self-attribution,Not available,"Subnational predominance, Territory",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2013.0
435,Iron Tiger Attack(related to OPMhack),2013-01-01,,"Data theft, Hijacking with Misuse",United States,"NATO, NORTHAM",Critical infrastructure,Defence industry,Emissary Panda/APT27/Lucky Mouse/BRONZE UNION/TEMP.Hippo/Group 35/TG-3390/Iron Tiger/ZipToken/G0027,China,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Not available,"System / ideology, International power",Yes,Not available,Not available,False,Sensitive information,System Misuse,0,Not available,Not available,0,Not available,2013.0
434,DOE breach,2013-01-01,,Data theft,United States,"NATO, NORTHAM",State institutions / political system,Government / ministries,Unknown,China,State,Not available,Media report,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
433,National Inventory of Dams Hack,2013-01-01,,Data theft,United States,"NATO, NORTHAM",State institutions / political system,Military,Unknown,China,State affiliated actor,Not available,Anonymous media statement,Not available,Unknown,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2013.0
432,APT32/Ocean Lotus Group,2013-01-01,,Data theft,"Vietnam, Southeast Asia (region), China","ASIA, SCS, SEA, ASIA, SCS, EASIA, NEA, SCO","State institutions / political system, Social groups, Media","Government / ministries, Political opposition / dissidents / expats",APT32/Ocean Lotus/Sea Lotus/Canvas Cyclone fka BISMUTH,Vietnam,State affiliated actor,Not available,Technical report,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
431,OPM Hack,2013-01-01,,Data theft,United States,"NATO, NORTHAM",State institutions / political system,Civil service / administration,"APT26/TURBINE PANDA/Hippo Team/JerseyMikes (MSS, Jiangsu Bureau), MSS/JSSD",China,State affiliated actor,Not available,Domestic legal action,Not available,International power,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2013.0
430,Cobalt Dickens (Mabna Institute),2013-01-01,,Data theft,"Germany, Denmark, United Kingdom, Israel, United States, Canada, Australia, China, Italy, Japan","EUROPE, NATO, EU, WESTEU, EUROPE, NATO, EU, NORTHEU, ASIA, MENA, MEA, NATO, NORTHAM, OC, ASIA, SCS, EASIA, NEA, SCO, EUROPE, NATO, EU, ASIA, SCS, NEA","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Science",Not available,"COBALT DICKENS/Silent Librarian/TA407/G0122 (Mabna Institute), Islamic Revolutionary Guard Corps (IRGC)",Iran,State affiliated actor,Not available,Domestic legal action,Not available,International power,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2013.0
429,Guccifer Affair Leak,2013-01-01,,Data theft & Doxing,"Romania, United States","EUROPE, BALKANS, NATO, EU, NATO, NORTHAM","State institutions / political system, End user(s) / specially protected groups",Legislative,Guccifer,Romania,Individual hacker(s),Not available,Domestic legal action,Romanian Directorate for Investigating Organized Crime and Terrorism,Unknown,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2013.0
428,Operation Toohash,2013-01-01,,"Data theft, Hijacking with Misuse",Unknown,Not available,"State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)",Not available,Not attributed,Not attributed,Not attributed,Not available,Technical report,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,System Misuse,0,Not available,Not available,0,Not available,2013.0
427,Anonymous vs. Azerbaijani Government,2013-01-01,2013-01-19,Data theft & Doxing,Azerbaijan,"ASIA, CENTAS",State institutions / political system,"Police, Intelligence agencies",Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2013.0
426,Finnish MFA Hacked by Turla,2013-01-01,,Data theft,Finland,"EUROPE, EU, NORTHEU",State institutions / political system,Government / ministries,"Turla/Waterbug/Venomous Bear/Snake/Uroburos/Group 88/Secret Blizzard fka KRYPTON/G0010/UAC-0003 (FSB Centre 16, Unit 71330)",Russia,State affiliated actor,Not available,Political statement / report,Not available,Unknown,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2013.0
425,Attor Spyplatform,2013-01-01,,"Data theft, Hijacking with Misuse","Russia, Ukraine, Slovakia","EUROPE, EASTEU, CSTO, SCO, EUROPE, EASTEU, EUROPE, NATO, EU, EASTEU","State institutions / political system, Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Government / ministries, Telecommunications",Not attributed,Not attributed,Not attributed,Not available,Attribution type unclear,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,System Misuse,0,Not available,Not available,0,Not available,2013.0
424,APT  41,2013-01-01,,"Data theft, Hijacking with Misuse",Unknown,Not available,"State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)",Not available,APT41/Brass Typhoon fka BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044,China,State affiliated actor,Not available,Technical report,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,System Misuse,0,Not available,Not available,0,Not available,2013.0
423,Operation“Kimsuky”,2013-01-01,,"Data theft, Hijacking with Misuse","South Korea, China","ASIA, SCS, NEA, ASIA, SCS, EASIA, NEA, SCO","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Science",Government / ministries,Kimsuky/Velvet Chollima/STOLEN PENCIL/Emerald Sleet fka THALLIUM/Black Banshee/G0094,North Korea,Unknown,Not available,Technical report,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,System Misuse,0,Not available,Not available,0,Not available,2013.0
422,Operation SnowMan-->DeputyDog aka APT 17,2013-01-01,,Hijacking without Misuse,United States,"NATO, NORTHAM","State institutions / political system, End user(s) / specially protected groups",Military,"Axiom/APT17/Aurora Panda/Bronze Keystone/Tailgater Team/Group 72/Dogfish/G0001 (MSS, Jinan Bureau) < Winnti Umbrella/G0044",China,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Not available,System / ideology,Yes,Not available,Not available,False,None,Empowerment,0,Not available,Not available,0,Not available,2013.0
421,Ajax Security Team aka Rocket Kitten 2013-2014,2013-01-01,,"Data theft, Hijacking with Misuse","United States, Iran","NATO, NORTHAM, ASIA, MENA, MEA","Critical infrastructure, End user(s) / specially protected groups",Defence industry,Flying Kitten/Ajax Security Team/Rocket Kitten/Saffron Rose/G0130,Iran,State affiliated actor,Not available,Technical report,Not available,"System / ideology, National power, International power",No,Not available,Not available,False,Non-sensitive information,System Misuse,0,Not available,Not available,0,Not available,2013.0
420,Operation Iron Tiger Part2/Emissary Panda,2013-01-01,,"Data theft, Hijacking with Misuse",United States,"NATO, NORTHAM","Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Telecommunications, Defence industry",Emissary Panda/APT27/Lucky Mouse/BRONZE UNION/TEMP.Hippo/Group 35/TG-3390/Iron Tiger/ZipToken/G0027,China,State affiliated actor,Non-state group(state-affiliation suggested),Media statement / Social media,Not available,"System / ideology, International power",No,Not available,Not available,False,Sensitive information,System Misuse,0,Not available,Not available,0,Not available,2013.0
419,ThripGroup,2013-01-01,,Hijacking without Misuse,"Southeast Asia (region), United States","NATO, NORTHAM",Critical infrastructure,Telecommunications,Thrip,China,Unknown,Not available,Technical report,Not available,Unknown,No,Not available,Not available,False,None,Empowerment,0,Not available,Not available,0,Not available,2013.0
418,Operation WiltedTulip,2013-01-01,,"Data theft, Hijacking with Misuse","Israel, United States, Turkey, Saudi Arabia, Germany, Jordan","ASIA, MENA, MEA, NATO, NORTHAM, ASIA, NATO, MEA, ASIA, MENA, MEA, GULFC, EUROPE, NATO, EU, WESTEU","State institutions / political system, Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Science","Government / ministries, Military, Defence industry",CopyKittens/Slayer Kitten/G0052,Iran,Unknown,Not available,Technical report,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,System Misuse,0,Not available,Not available,0,Not available,2013.0
