incident_id,name,start_date,end_date,incident_type,receiver_country,receiver_regions,receiver_category,receiver_subcategory,initiator_name,initiator_country,initiator_category,initiator_subcategory,attribution_type,attributing_actor,cyber_conflict_issue,zero_days,mitre_initial_access,mitre_impact,has_disruption,data_theft,hijacking,impact_indicator_score,functional_impact,intelligence_impact,economic_impact_value,response_indicator,start_year
4163, Russian State-Sponsored Actors Linked to GRU Disrupted Ukrainian State Registries in Cyber-Attack on 19 December 2024,2024-12-19,2024-12-19,"Disruption, Hijacking with Misuse",Ukraine,"EUROPE, EASTEU",State institutions / political system,Government / ministries,Unknown,Russia,State,Not available,Media statement / Social media,Deputy Prime Minister and Justice Minister Olga Stefanishyna,International power,Not available,Not available,Data Destruction,True,Not available,System Misuse,8,Weeks (< 4 weeks),No Impact,0,Countermeasures,2024.0
4161,"Unknown threat actors stole Microsoft Azure account credentials from automotive, chemical, and industrial manufacturing companies in Europe beginning in June 2024",2024-06-01,,"Data theft, Hijacking with Misuse","Germany, United Kingdom, Europe (region)","EUROPE, NATO, EU, WESTEU, EUROPE, NATO, NORTHEU","Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Chemicals, Critical Manufacturing",Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Phishing,Account Access Removal,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4160,Unspecified US intelligence agencies stole trade secrets from a a major Chinese high-tech enterprise since at least May 2023,2023-05-01,,"Data theft, Hijacking with Misuse",China,"ASIA, SCS, EASIA, NEA, SCO",Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Unknown,United States,State,Not available,Political statement / report,CNCERT,Unknown,Unknown,Exploit Public-Facing Application,Data Exfiltration,False,Sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Countermeasures,2023.0
4159,Unspecified US intelligence agency stole trade secrets from an unnamed Chinese advanced materials design and research since at least August 2024,2024-08-01,,"Data theft, Hijacking with Misuse",China,"ASIA, SCS, EASIA, NEA, SCO","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Critical infrastructure",Research,Unknown,United States,State,Not available,Political statement / report,CNCERT,Unknown,Unknown,Exploit Public-Facing Application,Data Exfiltration,False,Sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Countermeasures,2024.0
4158,Unknown Threat Actors breached the Attorney General's Office of Nuevo León in Mexico in March 2024,2024-03-01,,"Data theft & Doxing, Hijacking with Misuse",Mexico,Not available,State institutions / political system,Judiciary,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2024.0
4157,Unknown threat actors disrupted Avril supermarket chain in Canada beginning 11 December 2024,2024-12-11,2024-12-12,"Disruption, Hijacking with Misuse",Canada,"NATO, NORTHAM",Critical infrastructure,Food,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Service Stop,False,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4156,Ransomware group Hunters International stole data from French digital services company Ecritel on 8 December 2024,2024-12-08,2024-12-08,"Data theft, Hijacking with Misuse, Ransomware",France,"EUROPE, NATO, EU, WESTEU",Critical infrastructure,Telecommunications,Hunters International ransomware gang,Unknown,Non-state-group,Criminal(s),Media statement / Social media,Hunters International,Not available,No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2024.0
4155,Russian threat actor NoName057(16) launched DDoS campaign against German companies on 17 December 2024,2024-12-17,2024-12-17,Disruption,Germany,"EUROPE, NATO, EU, WESTEU","Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Energy, Defence industry, Chemicals, Critical Manufacturing",NoName057(16),Russia,State affiliated actor,Non-state group(state-affiliation suggested),Media statement / Social media,NoName05716,International power,No,Not available,Network Denial of Service,True,Not available,Not available,7,Days (< 7 days),No Impact,0,Countermeasures,2024.0
4154,Unknown threat actors breached ConnectOnCall in the United States beginning on 16 February,2024-02-16,2024-05-12,"Data theft, Disruption, Hijacking with Misuse",United States,"NATO, NORTHAM","Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)",Health,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4153,Unknown threat actors hacked and stole data from the Facebook account of the municipality of Arauco in Chile by using a massive social media attack on 13 December 2024,2024-12-13,2024-12-13,"Data theft & Doxing, Hijacking with Misuse",Chile,SOUTHAM,State institutions / political system,Civil service / administration,Unknown,China,Unknown,Not available,Media statement / Social media,Investigations Police of Chile (PDI),Not available,No,Not available,Defacement,False,Non-sensitive information,System Misuse,8,No system interference/disruption,Minor Breach + Corruption,0,Countermeasures,2024.0
4152,"Unknown threat actors gained access to Ingolstädter Klinikum in Germany beginning on December 8, 2024",2024-12-08,2024-12-17,Hijacking without Misuse,Germany,"EUROPE, NATO, EU, WESTEU",Critical infrastructure,Health,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,No,Not available,Not available,False,Not available,Empowerment,6,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4151,"South Asian threat actor TA397 (also known as Bitter) gained access to a Turkish defence sector organisation using WmRAT and MiyaRAT beginning since at least November 18, 2024",2024-11-18,2024-11-18,"Data theft, Hijacking with Misuse",Turkey,"ASIA, NATO, MEA",Critical infrastructure,Defence industry,BITTER,South Asia (region),Non-state-group,Hacktivist(s),Technical report,Proofpoint,Unknown,No,Phishing,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4150,"Interlock ransomware stole sensitive data of 1.4 million patients from Texas Tech University Health Sciences Center in the USA beginning on September 17, 2024",2024-09-17,2024-10-27,"Data theft, Disruption, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM","State institutions / political system, Critical infrastructure, Education","Civil service / administration, Research",Unknown,Unknown,Non-state-group,Criminal(s),Media statement / Social media,Interlock Ransomware Group,Not available,No,Not available,Data Exfiltration,True,Sensitive information,System Misuse,11,Days (< 7 days),Major Breach + Corruption,0,Unfriendly Acts / Retorsions,2024.0
4149,Ransomware group Hunters International leaked customer data of Telecom Namibia on 10 December 2024,2024-11-01,2024-12-11,"Data theft & Doxing, Ransomware",Namibia,"AFRICA, SSA",Critical infrastructure,Telecommunications,Hunters International ransomware gang,Unknown,Non-state-group,Criminal(s),Media statement / Social media,Hunters International,Not available,No,Not available,Data Exfiltration,False,Sensitive information,Not available,11,Days (< 7 days),Major Breach + Corruption,0,Unfriendly Acts / Retorsions,2024.0
4148,"Chinese state-sponsored Winnti Group targeted cybercriminals in China with Glutton backdoor beginning since at least April 29, 2024",2024-04-29,2024-04-29,"Data theft, Hijacking with Misuse","China, Cambodia, South Africa, United States","ASIA, SCS, EASIA, NEA, SCO, ASIA, SEA, AFRICA, SSA, NATO, NORTHAM","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Social groups",Criminal,Unknown,China,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,XLab,Cyber-specific,Unknown,Not available,Not available,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Countermeasures,2024.0
4147,"Ransomware gang Nitrogen gained access to network of SRP Federal Credit Union USA, beginning on September 5, 2024",2024-09-05,2024-11-04,"Data theft, Hijacking with Misuse",United States,"NATO, NORTHAM",Critical infrastructure,Finance,Nitrogen Ransomware Group,Unknown,Non-state-group,Criminal(s),Media statement / Social media,Nitrogen ransomware gang,Not available,No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2024.0
4146,"The Serbian Security Intelligence Agency (BIA) accessed the mobile phone of an unnamed activist of the NGO Krokodil and stole information beginning on October 1, 2024",2024-10-01,2024-10-01,"Data theft, Hijacking with Misuse",Serbia,"EUROPE, BALKANS, WBALKANS",Social groups,Advocacy / activists (e.g. human rights organizations),Unknown,Serbia,State,Not available,Technical report,Amnesty International,Not available,No,Hardware Additions,Data Exfiltration,False,Sensitive information,System Misuse,4,No system interference/disruption,No Impact,0,Not available,2024.0
4145,"The Serbian Security Intelligence Agency (BIA) accessed the mobile phone of Serbian youth activist Nikola Ristic beginning on November 3, 2024",2024-11-03,2024-11-10,"Data theft, Hijacking with Misuse",Serbia,"EUROPE, BALKANS, WBALKANS",Social groups,Advocacy / activists (e.g. human rights organizations),Unknown,Serbia,State,Not available,Technical report,Amnesty International,Not available,No,Hardware Additions,Data Exfiltration,False,Sensitive information,System Misuse,6,No system interference/disruption,Corruption / Major Breach,0,Not available,2024.0
4144,"Serbian Security Intelligence Agency (BIA) used Cellebrite tool and NoviSpy spyware to extract data from journalist Slavisa Milanov beginning on February 21, 2024",2024-02-21,2024-02-23,"Data theft, Hijacking with Misuse",Serbia,"EUROPE, BALKANS, WBALKANS",Media,Not available,Security Intelligence Agency (BIA),Serbia,State,Not available,Technical report,Amnesty International,Not available,No,Hardware Additions,Data Exfiltration,False,Sensitive information,System Misuse,5,No system interference/disruption,Minor Breach,0,Not available,2024.0
4143,Unknown Hackers Breached LKQ Corporation’s Canadian Business Unit on 13 November 2024,2024-11-13,2024-12-13,"Data theft, Disruption",Canada,"NATO, NORTHAM",Critical infrastructure,Critical Manufacturing,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,No,Not available,Data Exfiltration,True,Non-sensitive information,Not available,9,Weeks (< 4 weeks),Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4142,"Unidentified Cyber Criminals Breached Rhode Island’s RIBridges System in the US, Exposing Personal Data of Benefit Applicants and Recipients Starting on 5 December 2024",2024-12-05,2024-12-13,"Data theft, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2024.0
4141,"Unknown Threat Actors Launched Ransomware Attack on Argentina's National Atomic Energy Commission, Encrypting Data and Demanding Cryptocurrency Ransom On 27 November 2024",2024-11-27,,"Data theft, Hijacking with Misuse, Ransomware",Argentina,SOUTHAM,State institutions / political system,Government / ministries,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,No,Not available,Data Encrypted for Impact,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4140,"Hacker 'hades_hgs' Breached HGS Database in Turkey, Stealing Personal and Financial Information of Over 5 Million Users, and Demanding Ransom on 14 December 2024",2024-12-13,,"Data theft, Hijacking with Misuse, Ransomware",Turkey,"ASIA, NATO, MEA",Critical infrastructure,Transportation,Unknown,Turkey,Individual hacker(s),Not available,Domestic legal action,Gendarmerie General Command (Turkey),Not available,No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,No Response,2024.0
4138,RA World Ransomware Gang Stole 250GB of Internal and Customer Data From New Zealand Telecommunications Provider Compass Communications During a Ransomware Attack in December 2024,2024-12-01,,"Data theft & Doxing, Hijacking with Misuse, Ransomware",New Zealand,OC,Critical infrastructure,Telecommunications,RA World Ransomware Gang,Unknown,Non-state-group,Criminal(s),Media statement / Social media,RA World Ransomware Gang,Not available,No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,8,No system interference/disruption,Minor Breach + Corruption,0,Unfriendly Acts / Retorsions,2024.0
4136,A likely China-based threat actor gained access to multiple organisations in Southeast Asia beginning at least as early as October 2023,2023-10-01,2024-09-04,"Data theft, Hijacking with Misuse",Southeast Asia (region),Not available,"State institutions / political system, Critical infrastructure, Education","Government / ministries, Transportation, Telecommunications",Unknown,China,Unknown,Not available,Technical report,Symantec,Unknown,Unknown,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Countermeasures,2023.0
4135,Iranian state-sponsored hacking group CyberAv3ngers compromised critical infrastructure in Israel and the United States using IOCONTROL malware beginning in mid-October 2023,2023-10-14,,Hijacking without Misuse,"Israel, United States","ASIA, MENA, MEA, NATO, NORTHAM",Critical infrastructure,Energy,Cyber Avengers/Cyber Av3ngers < Storm-0784/Shahid Kaveh Group (IRGC-CEC),Iran,State affiliated actor,Not available,Technical report,Claroty's Team82,International power,Unknown,Not available,Not available,False,Not available,Empowerment,10,Months,No Impact,0,Countermeasures,2023.0
4134,"Unknown threat actors breached Byte Federal by exploiting a GitLab vulnerability on November 18, 2024",2024-11-18,2024-11-18,"Data theft, Hijacking with Misuse",United States,"NATO, NORTHAM",Critical infrastructure,Finance,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,No,Exploit Public-Facing Application,Data Exfiltration,False,Sensitive information,System Misuse,9,Days (< 7 days),Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2024.0
4132,Unknown Threat Actors Disrupted Online Ordering Operations Of Krispy Kreme In The United States By Breaching Its Information Technology Systems On 29 November 2024,2024-11-29,,"Disruption, Hijacking with Misuse",United States,"NATO, NORTHAM",Critical infrastructure,Food,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Not available,True,Not available,System Misuse,8,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4130,Unknown Threat Actors Stole Credentials of Employees of 30 Companies Across 12 Industries Worldwide Beginning in Early July 2024,2024-07-01,,"Data theft, Hijacking with Misuse","Germany, Saudi Arabia, Iran, Indonesia, Philippines, Chile, Italy, Portugal, Hungary, Slovenia, Taiwan, France, United Kingdom, Vietnam, United States","EUROPE, NATO, EU, WESTEU, ASIA, MENA, MEA, GULFC, ASIA, MENA, MEA, ASIA, SCS, SEA, SOUTHAM, EUROPE, NATO, EU, EUROPE, NATO, EU, EASTEU, EUROPE, BALKANS, NATO, EU, ASIA, SCS, EUROPE, NATO, NORTHEU, NATO, NORTHAM","Education, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Critical infrastructure, State institutions / political system","Energy, Government / ministries, Finance, Telecommunications, Health, Space",Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Phishing,Not available,False,Non-sensitive information,System Misuse,13,Weeks (< 4 weeks),Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2024.0
4129,Russian-Based Threat Actor Storm-1837 and Russian State-Sponsored Hacking Group Secret Blizzard (Also Known as Turla) Compromised Military-Related Devices in Ukraine in January 2024,2023-12-01,,Hijacking with Misuse,Ukraine,"EUROPE, EASTEU",State institutions / political system,Military,"Turla/Waterbug/Venomous Bear/Snake/Uroburos/Group 88/Secret Blizzard fka KRYPTON/G0010/UAC-0003 (FSB Centre 16, Unit 71330), Storm-1837",Russia,"State affiliated actor, Unknown",Non-state group(state-affiliation suggested),Technical report,Microsoft,International power,Not available,Not available,Data Manipulation,False,Not available,System Misuse,5,No system interference/disruption,No Impact,0,Countermeasures,2023.0
4128,Cybercriminal group Storm-1919 and Russian state-sponsored actor Secret Blizzard (also known as Turla) deployed Tavdig and Kazuar backdoor on Ukrainian military devices beginning in March 2024,2024-03-01,,Hijacking without Misuse,Ukraine,"EUROPE, EASTEU",State institutions / political system,Military,"Turla/Waterbug/Venomous Bear/Snake/Uroburos/Group 88/Secret Blizzard fka KRYPTON/G0010/UAC-0003 (FSB Centre 16, Unit 71330), Storm-1919",Russia,"State affiliated actor, Non-state-group",Non-state group(Criminal(s)),Technical report,Microsoft,International power,Not available,Not available,Not available,False,Not available,Empowerment,6,No system interference/disruption,Minor Breach,0,Countermeasures,2024.0
4127,"Clop ransomware group exploited a zero-day vulnerability in Cleo's managed file transfer (MFT) software products LexiCom, VLTrader, and Harmony to breach corporate networks and steal data since at least 3 December 2024",2024-12-03,2024-12-08,"Data theft, Hijacking with Misuse",United States,"NATO, NORTHAM","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Critical infrastructure","Transportation, Food",Unknown,Unknown,Non-state-group,Criminal(s),Media statement / Social media,Clop Ransomware Group,Not available,Not available,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,5,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2024.0
4125,Unknown threat actors breached Anadolu Insurance's mobile application Sigortam Cepte on 9 December 2024,2024-12-09,2024-12-09,Hijacking with Misuse,Turkey,"ASIA, NATO, MEA",Critical infrastructure,Finance,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Defacement,False,Not available,System Misuse,8,Days (< 7 days),Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4124,Unknown threat actors launched a ransomware attack on U.S. subsidiary of the Japanese tea producer Ito En on 2 December 2024,2024-12-02,2024-12-02,"Data theft, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,Food,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4122,Unknown Threat Actors gained access to the Spanish National Commission on Markets and Competition (CNMC) and exfiltrated approximately 240 GB of personal data of mobile phone line holders,,,"Data theft, Hijacking with Misuse",Spain,"EUROPE, NATO, EU",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,
4121,Unknown threat actors launched a ransomware attack against medical devices producer Artivion on 21 November 2024,2024-11-21,2024-11-21,"Data theft, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,Critical Manufacturing,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4120,"Unknown threat actors gained access to and encrypted the servers of water treatment company Kurita America in Minnesota, USA beginning on 29 November 2024",2024-11-29,2024-11-29,"Disruption, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,Chemicals,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Data Encrypted for Impact,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4118,Ukrainian intelligence agency HUR launched a DDoS attack against Gazprombank,2024-01-01,,Disruption,Russia,"EUROPE, EASTEU, CSTO, SCO",Critical infrastructure,Finance,Ukraine's Main Directorate of Intelligence (HUR) cyber specialists,Ukraine,State,Not available,Anonymous media statement,Ukraine´s Defense Intelligence (HUR),"System / ideology, International power",No,Not available,Network Denial of Service,True,Not available,Not available,6,Day (< 24h),No Impact,0,Countermeasures,2024.0
4117,Unknown threat actors carried out a DDoS cyberattack against presumably multiple Danish municipalities on 9 December 2024,2024-12-09,2024-12-09,Disruption,Denmark,"EUROPE, NATO, EU, NORTHEU",State institutions / political system,Civil service / administration,NoName057(16),Russia,State affiliated actor,Non-state group(state-affiliation suggested),Media statement / Social media,NoName057(16),Not available,Not available,Not available,Network Denial of Service,True,Not available,Not available,7,Day (< 24h),No Impact,0,Countermeasures,2024.0
4116,8Base Ransomware Group Stole Sensitive Data From Croatia’s Port of Rijeka On 30 November 2024,2024-11-30,,"Data theft, Hijacking with Misuse",Croatia,"EUROPE, BALKANS, NATO, EU",Critical infrastructure,Transportation,Unknown,Unknown,Non-state-group,Criminal(s),Media statement / Social media,8Base Ransomware Group,Not available,Not available,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2024.0
4115,"Black Basta Ransomware Gang Breached BT Conferencing Business Division, Stealing 500GB of Data, Including Financial and Organizational Data, on 4 December 2024",2024-12-04,2024-12-09,"Data theft, Hijacking with Misuse, Ransomware",United Kingdom,"EUROPE, NATO, NORTHEU",Critical infrastructure,Telecommunications,BlackBasta,Unknown,Non-state-group,Criminal(s),Self-attribution,BT Conferencing,Unknown,Not available,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,7,No system interference/disruption,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2024.0
4114,"Unknown Cyber Criminals Compromised Financial Transactions of White Lake Township in Michigan, USA on 21 November 2024",2024-11-21,2024-11-21,"Disruption, Hijacking with Misuse",United States,"NATO, NORTHAM",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Not available,True,Not available,System Misuse,8,Days (< 7 days),Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4113,Unknown Threat Actors Launched a Ransomware Attack on PIH Health Network and IT Systems in California on 4 December 2024,2024-12-04,2024-12-04,"Disruption, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,Health,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Network Denial of Service,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4111,"Unknown Hackers Caused a Network Outage at Watsonville Community Hospital in California, USA on 29 November 2024",2024-12-01,2024-12-07,"Disruption, Hijacking with Misuse",United States,"NATO, NORTHAM",Critical infrastructure,Health,Not attributed,Not attributed,Not attributed,Not available,Not available,Access Now,Not available,Not available,Not available,Network Denial of Service,True,Not available,System Misuse,8,Weeks (< 4 weeks),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4110,Unknown Threat Actors Launched a Ransomware Attack on Canadian Pembina Trails School Division on 2 December 2024,2024-12-02,,"Hijacking with Misuse, Ransomware",Canada,"NATO, NORTHAM","State institutions / political system, Education",Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Not available,False,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4108,"Unknown Threat Actors Breached the Council of Professional Colleges of Veterinaries of Castile and León, Spain, Compromising User Data Through a Cyber Attack on 19 October 2024",2024-10-19,2024-10-21,"Data theft, Hijacking with Misuse",Spain,"EUROPE, NATO, EU",Critical infrastructure,Health,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4107,The Pakistani-based threat actor Storm-0156 (also known as SideCopy or Transparent Tribe) compromised Afghan government networks beginning December 2022 at the latest,2022-12-01,,"Data theft, Hijacking with Misuse",Afghanistan,"ASIA, SASIA",State institutions / political system,Government / ministries,APT-36/Transparent Tribe/Mythic Leopard/C-Major,Pakistan,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Black Lotus Labs,Unknown,Not available,Not available,Data Exfiltration,False,Sensitive information,System Misuse,5,No system interference/disruption,No Impact,0,Countermeasures,2022.0
4106,Russian state-sponsored hacking group Turla (also known as Secret Blizzard) breached the infrastructure of Pakistani threat actor Storm-0156 and hijacked their command and control servers to gain access into already compromised networks of the Afghan government beginning in December 2022,2022-12-01,2024-10-10,"Data theft & Doxing, Disruption, Hijacking with Misuse","Afghanistan, Pakistan","ASIA, SASIA, ASIA, SASIA, SCO","State institutions / political system, Social groups","Government / ministries, Other social groups","Turla/Waterbug/Venomous Bear/Snake/Uroburos/Group 88/Secret Blizzard fka KRYPTON/G0010/UAC-0003 (FSB Centre 16, Unit 71330)",Russia,State affiliated actor,Not available,Technical report,Black Lotus Labs,Unknown,Not available,Not available,Data Exfiltration,True,Sensitive information,System Misuse,12,Weeks (< 4 weeks),Major Breach + Corruption,0,Countermeasures,2022.0
4105,China-linked threat actor MirrorFace delivered ANEL and NOOPDOOR backdoors to individuals and organizations in Japan via spear-phishing campaign in June 2024,2024-06-01,,"Data theft, Disruption, Hijacking with Misuse",Japan,"ASIA, SCS, NEA","Critical infrastructure, Social groups","Research, Advocacy / activists (e.g. human rights organizations)","Earth Kasha < APT10/Stone Panda/MenuPass Team/Cloud Hopper/Red Apollo/Cicada/POTASSIUM/BRONZE RIVERSIDE/CVNX/HOGFISH/G0045 (MSS, Tianjin State Security Bureau)",China,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Trend Micro,Unknown,Not available,Not available,Data Exfiltration,True,Non-sensitive information,System Misuse,9,Days (< 7 days),Minor Breach,0,Countermeasures,2024.0
4103,"Cybercriminal group FOG launched a ransomware attack on Rossi Group, medical company in Argentina, around 23 November 2024",2024-11-23,2024-11-23,"Hijacking with Misuse, Ransomware",Argentina,SOUTHAM,Critical infrastructure,Health,FOG,Argentina,Non-state-group,Criminal(s),Media statement / Social media,Not available,Not available,Not available,Not available,Data Encrypted for Impact,False,Not available,System Misuse,5,No system interference/disruption,No Impact,0,No Response,2024.0
4101,"Unknown threat actors launched a ransomware attack on ENGlobal Corporation, encrypting some of its data files on 25 November 2024",2024-11-25,2024-01-27,"Data theft, Disruption, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,Critical Manufacturing,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Not available,Account Access Removal,True,Not available,System Misuse,6,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4100,Unknown threat actors encrypted the electronic systems of three medical practices and their branches at the Hofer Medical Center in Germany on 25 November 2024,2024-11-25,2024-11-25,"Disruption, Hijacking with Misuse",Germany,"EUROPE, NATO, EU, WESTEU",Critical infrastructure,Health,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Not available,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4099,Suspected Russian hackers stole e-mail adresses and login credentials of nearly 600 employees of the UK Ministry of Defence in November 2024,2024-01-01,,"Data theft & Doxing, Hijacking with Misuse",United Kingdom,"EUROPE, NATO, NORTHEU",State institutions / political system,Government / ministries,Unknown,Russia,Unknown,Not available,Media report,Not available,International power,Not available,Not available,Data Exfiltration,False,Sensitive information,System Misuse,9,No system interference/disruption,Major Breach + Corruption,0,Countermeasures,2024.0
4098,"[!inclusion] Unknown actors encrypted a server managed by DBP, Inc., a medical transcription vendor contracted by the Veterans Health Administration (VHA), USA",2024-01-01,2024-11-29,Disruption,United States,"NATO, NORTHAM",Critical infrastructure,Health,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Not available,Not available,True,Not available,Not available,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4097,Unknown Threat Actors Crashed Dewan Farooque Motors Limited (DFML) IT Servers In Pakistan Using Malware In A Cyberattack On 28 November 2024,2024-11-28,2024-11-28,Hijacking with Misuse,Pakistan,"ASIA, SASIA, SCO",Critical infrastructure,Critical Manufacturing,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Not available,Not available,Not available,Data Manipulation,False,Not available,System Misuse,5,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2024.0
